Voie par ordre alpha des voies;Voie par ordre alpha des noms;Type de voie;Arrt de Lyon (actuel);Arrondissement ou commune d'origine;Validité;Création et modifications;Historique de la voie;Sources;Origine du nom de la voie;Tenant;Aboutissant;Thématiques;Domanialité;Code INSEE;Code FUV;Code FUV actu;Code FANTOIR
Chemin de Champagneux;Champagneux (chemin de);CHEMIN;7e;3e;Historique;Attesté en 1790 et renommé en 1924;"Chemin vicinal ordinaire n° 116.
Un fragment a changé de dénomination en 1924 : est devenu la rue Grolier.
A changé de dénomination en 1987 : est devenu la rue Jean-Grolier.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002)et fiches préparatoires de Vanario.
AD 1FI/113 plan de 1790 de Leroy.";La terre de Champagneux est citée dans les titres dès 1202. Elle fut acquise, avec le château, le 30 avril 1834 pour installer l'Hospice Saint-Jean-de Dieu.;;;Moyen Âge;;;;;
Chemin de Choulans;Choulans (chemin de);CHEMIN;5e;;Actuelle;Dénommé en 1868.;"Chemin vicinal ordinaire n°5.
A été dénommé chemin de Saint-Roch-à-Saint-Laurent et chemin de la Porte-de-Saint-Just-à-celle-de-Saint-Georges en 1734.
Fragment du chemin de la Quarantaine-à-la-Demi-Lune.
Est appelé également montée de Choulans.";Rues de Lyon à travers les siècles de Maurice Vanario (2002), 936W/8213 et 1S/124;Le nom de Choulans ou Cholan désignait une maison forte et un hameau qui se situaient en-dessous du bourg de Saint-Just.;;;Histoire locale/Urbanisme;Métropole;69385;30240;;6903851650V
Chemin de Combe-Blanche;Combe-Blanche (chemin de);CHEMIN;8e;La Guillotière;Historique;Attesté en 1823 et renommé en 1935.;"Chemin vicinal ordinaire n° 20.
A changé de dénomination en 1935 : est devenu la rue Paul-Cazeneuve.";Rues de Lyon à travers les siècles de Maurice Vanario (2002);Ancien lieu-dit.;;;Histoire locale;;;;;
Chemin de Cornillon;Cornillon (chemin de);CHEMIN;5e;;Historique;;"A été dénommé chemin de la Touriche-du-Massu-au-Grand-Chemin-de-Tassin en 1734.
A changé de dénomination : est devenu le chemin de Boyer.
A changé de dénomination : est devenu la rue de Boyer.";Rues de Lyon à travers les siècles de Maurice Vanario (2002);Inconnue.;;;;;;;;
Chemin de Cuire;Cuire (chemin de);CHEMIN;4e;;Supprimée;Attesté en 1853.;;Rues de Lyon à travers les siècles de Maurice Vanario (2002);Mène au quartier de Cuire à Caluire.;;;Géographie;;;;;
Chemin de Debourg;Debourg (chemin de);CHEMIN;7e;3e;Historique;Attesté en 1790.;"Chemin vicinal ordinaire n° 149.
A absorbé l'avenue de l'Horticulture après 1926.
A changé de dénomination est devenu l'avenue Debourg.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
936W/8213
AD Plan de 1790 dessiné par R. Leroy.";Nom d'un domaine.;;;Histoire locale/Urbanisme;;;;;
Chemin de desserte des Îles-de-l'Archevêque ;Îles de l'Archevêque (chemin de desserte des);CHEMIN;7e;;Historique;Attesté en 1885 et renommé en 1926.;A changé de dénomination en 1926 : est devenu le quai Fillon.;"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
liste des voies privées de 1885.";L'archevêque possédait ces terrains marécageux avant la Révolution.;;;Religion;;;;;
Chemin de Fourmond;Fourmond (chemin de);CHEMIN;7e;La Guillotière;Historique;Attesté en 1790.;A été absorbé par le chemin de Gerland.;"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
Plan de 1790 dessiné par R. Leroy.";Rappelait la grange de ce nom.;;;Histoire locale;;;;;
Chemin de Fourvière;Fourvière (chemin de);CHEMIN;5e;;Supprimée;Attesté en 1853.;;"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1853.";"Le nom de Fourvière vient du latin ""Forum vetus"", ou ""Vieux forum"" : le premier construit à Lugdunum.";;;Antiquité/Religion;;;;;
Chemin de Francheville;Francheville (chemin de);CHEMIN;5e;;Historique;Attesté en 1808 et renommé en 1937.;"A été dénommé grand chemin de Francheville-à-Lyon en 1734.
A été dénommé chemin de la Croix-Blanche avant 1853.
A fait partie du chemin de Saint-Irénée-à-Malataverne, chemin d'intérêt commun n° 25
A changé de dénomination : est devenu la route de Francheville.
A changé de dénomination en 1937 : est devenu la rue du Commandant-Charcot.";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 315W;Voie qui menait à la commune de Francheville.;;;Géographie;;;;;
Chemin de Frontignan;Frontignan (chemin de);CHEMIN;3e;;Supprimée;Attesté seulement en 1868.;;"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1858";Inconnue.;;;;;;;;
Chemin de Galatin-et-des-Sablières;Galatin-et-des-Sablières (chemin de);CHEMIN;9e;;Actuelle;Attesté en 2001.;;Rues de Lyon à travers les siècles de Maurice Vanario (2002);Inconnue.;;;;Métropole;69389;31332;;6903892982A
Chemin de Garenjart;Garenjart (chemin de);CHEMIN;4e;La Croix-Rousse;Historique;Attesté en 1349.;"A changé de dénomination : est devenu la rue Saint-Pothin.
A changé de dénomination en 1909 : est devenu la rue Philippe-de-Lassalle.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Pointet : historique T1, p.3.";Nom d'un domaine.;;;Topographie;;;;;
Chemin de Gerland;Gerland (chemin de);CHEMIN;7e;La Guillotière;Historique;Attesté en 1845.;"Chemin vicinal ordinaire n° 14.
A absorbé le chemin de Fourmond.
A changé de dénomination avant 1868 : est devenu le chemin de la Guillotière-à-Gerland.
A changé de dénomination : est devenu la rue de Gerland.
Un fragment a changé de dénomination en 1911 : est devenu la rue Renan.";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 315W;Nom du quartier et du château, d'origine inconnue.;;;Histoire locale;;;;;
Chemin de Gerlou;Gerlou (chemin de);CHEMIN;;La Guillotière;Supprimée;Attesté seulement en 1827.;;"Fiches préparatoires de Vanario.
Indicateur de 1827 p. 4.";Inconnue.;;;;;;;;
Chemin de Germain;Germain (chemin de);CHEMIN;6e;;Historique;Attesté en 1868.;"Chemin vicinal ordinaire n° 141.
A changé de dénomination : est devenu la rue Germain.";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213;Fleuri Germain, propriétaire du domaine de Bellecombe ou d'Aveillon en 1796. Né en 1737 à Cogny, mort à Lyon le 26 octobre 1814.;Avenue Thiers;Rue Baraban;Urbanisme/Histoire locale/Personnalité;;;;;
Chemin de Gorge-de-Loup;Gorge-de-Loup (chemin de);CHEMIN;9e;;Historique;Attesté en 1827.;"Chemin vicinal ordinaire n° 25.
A changé de dénomination : est devenu la rue Gorge-de-Loup.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
936W/8213 et indicateur de Lyon de 1827 p. 86.";Un domaine de ce nom existait au XVIIe siècle.;;;Histoire locale/Urbanisme;;;;;
Chemin de Grange-Blanche;Grange-Blanche (chemin de);CHEMIN;5e / 9e;;Historique;Attesté en 1841.;Nom donné au chemin de la Demi-Lune.;"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213
Délibération du Conseil Municipal de 1841 p. 147.";Lieu-dit.;;;Histoire locale;;;;;
Chemin de Grange-Rouge;Grange-Rouge (chemin de);CHEMIN;8e;3e;Historique;Attesté en 1868 et renommé en 1956.;"Chemin vicinal ordinaire n° 61.
A absorbé en 1913 le chemin de Monplaisir-à-Grange-Rouge.
Un fragment a changé de dénomination en 1925 : est devenu la rue du Professeur-Beauvisage.
A changé de dénomination en 1956 : est devenu la rue Maryse-Bastié.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateur de 1868.";Nom d'un domaine.;;;Histoire locale;;;;;
Chemin de Grange-Rouge-au-Vinatier;Grange-Rouge-au-Vinatier (chemin de);CHEMIN;8e;3e;Historique;Attesté en 1868.;"A changé de dénomination en 1868 : est devenu le chemin du Moulin-à-Vent-à-Parilly.
A changé de dénomination en 1928 : est devenu l'avenue Viviani.";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213;Voie qui reliait les deux points.;;;Histoire locale/Géographie;;;;;
Chemin de Grézieu-la-Varenne-et-de-la-Combe-Paillard-en-Chandrette-à-la-Grange-Bruyères;Grézieu-la-Varenne-et-de-la-Combe-Paillard-en-Chandrette-à-la-Grange-Bruyères (chemin de);CHEMIN;5e;;Historique;Attesté en 1734.;"A changé de dénomination : est devenu le chemin de la Garenne.
A changé de la dénomination : est devenu la rue de la Garenne.";1S/124;Voie qui reliait ces points.;;;Géographie;;;;;
Chemin de Guillotière-à-Crémieu;Guillotière-à-Crémieu (chemin de la);CHEMIN;7e;3e;Historique;Attesté en 1852.;"Chemin vicinal de grande communication n° 29.
Comprenait la route de Genas et la rue Charlet.";936W/8213;Voie qui reliait les deux points.;;;Géographie;;;;;
Chemin de Guillotière-à-Gerland;Guillotière-à-Gerland (chemin de la);CHEMIN;7e;3e;Historique;Attesté en 1868.;"Chemin vicinal ordinaire n° 14.
A été dénommé chemin de Gerland.
A changé de dénomination : est devenu la rue de Gerland.
Un framgent a changé de dénomination en 1911 : est devenu la rue Renan.";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213;Voie qui reliait les deux points.;;;Géographie;;;;;
Chemin de Guilloud;Guilloud (chemin de);CHEMIN;3e;;Historique;Attesté en 1853.;"Chemin vicinal ordinaire n° 97.
A changé de dénomination : est devenu la rue Guilloud.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213
Indicateur de Lyon de 1853.";Antoine-Jacques Guilloud, maire de la Guillotière de 1852 à 1852 et maire du 3e arrondissement de Lyon. Né le 17 janvier 1796 à Lyon (Nord), mort à Lyon (3e) le 16 décembre 1852.;Chemin Rossan;Rue du Docteur-Rebatel;Politique/Maire de la Guillotière/Personnalité;;;;;
Chemin de Jeanne-d'Arc;Jeanne-d'Arc (chemin de);CHEMIN;3e;;Historique;Attesté en 1868.;"Chemin vicinal ordinaire n° 135.
Fusion du chemin de Bonnard du chemin des Bonnes-Gens et du chemin des Amis en 1868.
A changé de dénomination : est devenu la rue Jeanne-d'Arc.";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213;Née le 6 janvier 1412 à Domrémy, elle est morte le 30 mai 1431 à Rouen. Chef de guerre et sainte de l'Église catholique.;;;Histoire militaire/Religion/Femme/Personnalité;;;;;
Chemin de Josaphat;Josaphat (chemin de);CHEMIN;7e;3e;Historique;Attesté en 1868 et renommé en 1920.;"Chemin vicinal ordinaire n° 68.
A été dénommé chemin du Cimetière-des-Juifs jusqu'en 1868.
A absorbé un fragment de la rue de la Scaronne en 1913.
A changé de dénomination en 1920 : est devenu la rue Abraham-Bloch.";936W/8213;Vallée de Josaphat entre Jérusalem et le monts des Oliviers. Cette rue longeait le cimetière juif.;;;Religion/Israël;;;;;
Chemin de la Buire-au-Fort;Buire-au-Fort (chemin de la);CHEMIN;7e;La Guillotière;Historique;Attesté en 1839 et renommé en 1860.;"A changé de dénomination en 1860 : est devenu la rue du Château.
A été absorbé par l'avenue Félix-Faure en 1900.";Rues de Lyon à travers les siècles de Maurice Vanario (2002);Commémore le château puis les chantiers de la Buire.;;;Architecture;;;;;
Chemin de la Chapelle;Chapelle (chemin de la);RUE;9e;5e;Historique;Attestée en 1868.;"Chemin vicinal ordinaire n° 30.
A changé de dénomination : est devenue la rue de la Chapelle.";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213;Chapelle ou église du Point-du-Jour construite en 1841, démolie le 12 janvier 1973.;;;Religion;;;;;
Chemin de la Cité-du-Rhône;Cité-du-Rhône (chemin de la);CHEMIN;6e;3e;Supprimée;Attesté de 1853 à 1868.;;"Fiches préparatoires de Vanario.
Indicateur de Lyon de 1853.";Du nom d'un quartier.;Cours Morand;;Histoire locale/Urbanisme;;;;;
Chemin de la Cité-Napoléon-aux-Maisons-Neuves;Cité-Napoléon-aux-Maisons-Neuves (chemin de la);CHEMIN;3e;;Historique;Attesté en 1868.;"Chemin vicinal ordinaire n° 57.
A changé de dénomination vers 1882 : est devenu la rue de la Cité.";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213;Voie qui reliait les deux points.;;;Histoire locale/Urbanisme;;;;;
Chemin de la Colombière;Colombière (chemin de);CHEMIN;7e;3e;Historique;Attesté en 1855 et renommé en 1868.;"Un fragment a changé de dénomination en 1868 : est devenu le chemin vicinal ordinaire n° 45 de la Vitriolerie-à-Saint-Fons.
A été dénommé embranchement de la Colombière du chemin vicinal ordinaire n° 45 de la Vitriolerie-à-Saint-Fons.
A changé de dénomination : est devenue la rue Colombière jusqu'en 1930.
A changé de dénomination en 1930 : est devenue la rue du Lieutenant-Colonel-Girard.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213
315W";Inconnue.;;;;;;;;
Chemin de la Combe-d'Échery;Combe-d'Échery (chemin de la);CHEMIN;4e;La Croix-Rousse;Historique;Attesté en 1493.;A changé de dénomination : est devenue la montée de la Boucle.;Rues de Lyon à travers les siècles de Maurice Vanario (2002);Inconnue.;;;Histoire locale;;;;;
Chemin de la Corne-de-Cerf;Corne-de-Cerf (chemin de la);CHEMIN;3e;;Historique;Attesté en 1823.;"Chemin vicinal ordinaire n° 54.
A changé de dénomination : est devenu la rue de la Corne-de-Cerf.
A changé de dénomination : est devenu la rue Maurice-Flandin.";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213;D'un nom de domaine qui appartenait aux Hospices.;;;Urbanisme/Histoire locale;;;;;
Chemin de la Croix-Barret;Croix-Barret (chemin de la);CHEMIN;7e / 8e;La Guillotière;Historique;Attesté en 1827.;"Chemin vicinal ordinaire n° 46.
A changé de dénomination : est devenu la rue Croix-Barret.";"Fiches préparatoires de Vanario.
936W/8213 et indicateur de 1827.";Croix érigée en 1818 par Louis Barret, à l'angle de la rue Croix-Barret et de la route de Vienne.;Rue de Gerland;Route de Vienne;Religion;;;;;
Chemin de la Croix-Blanche;Croix-Blanche (chemin de la);CHEMIN;5e;;Historique;Attesté en 1815 et renommé avant 1853.;"A été dénommé grand chemin de Francheville-à-Lyon en 1734.
A changé de dénomination avant 1853 : est devenu le chemin de Francheville.
A changé de dénomination : est devenu le chemin de Saint-Irénée-à-Malataverne.
A changé de dénomination en 1937 : est devenu la rue du Commandant-Charcot.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002).
3S/502";Tient son nom d’un couvent qui en possédait une.;;;Religion;;;;;
Chemin de la Croix-de-Colle-à-Fourvière;Croix-de-Colle-à-Fourvière (chemin de);CHEMIN;5e;;Historique;;A changé de dénomination avant 1821 : est devenu la rue Cléberg.;Rues de Lyon à travers les siècles de Maurice Vanario (2002);Voie qui reliait les deux points.;;;Géographie;;;;;
Chemin de la Croix-Delorme;Croix-Delorme (chemin de la);CHEMIN;7e;La Guillotière;Supprimée;Attesté de 1837 à 1853.;;Rues de Lyon à travers les siècles de Maurice Vanario (2002);Nom de l'ancien propriétaire de ce lieu qui fit élever une croix.;;;Histoire locale;;;;;
Chemin de la Croix-Mathon;Croix-Mathon (chemin de la);CHEMIN;8e;3e;Historique;Attesté en 1859.;"Chemin vicinal ordinaire n° 132.
A changé de dénomination entre 1920 et 1936 : est devenu la rue Croix Mathon.
A changé de dénomination en 1946 : est devenu larue Antoine-Fonlupt.";936W/8213;Plusieurs membres de la famille Mathon de la Cour se sont signalés dans les annales de Lyon au XVIIIe siècle.;;;Histoire locale;;;;;
Chemin de la Croix-Morlon;Croix-Morlon (chemin de la);CHEMIN;8e;3e;Historique;Attesté en 1868 et renommé en 1911.;"Chemin vicinal ordinaire n° 51.
A changé de dénomination en 1911 : est devenu la rue Antoine-Lumière.";936W/8213;La famille Morlon possédait des biens importants dans ce quartier.;;;Histoire locale/Urbanisme;;;;;
Chemin de la Croix-Morlon-à-Saint-Alban;Croix-Morlon-à-Saint-Alban (chemin de la);CHEMIN;8e;;Historique;Attesté en 1868 et renommé en 1919.;"Chemin vicinal ordinaire n° 50.
A changé de dénomination en 1919 : est devenu la rue Bataille.";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213;Voie qui reliait les deux points.;;;Géographie;;;;;
Chemin de la Croix-Rousse;Croix-Rousse (chemin de la);CHEMIN;4e;La Croix-Rousse;Supprimée;Attesté en 1846.;;Rues de Lyon à travers les siècles de Maurice Vanario (2002);"La ""Croix-Rousse"" nommée ainsi du fait de la couleur de sa pierre, se trouve mentionnée sur le plan de 1550. Elle était au carrefour actuellement formé par la rue Coste, la rue de Margnolles et la montée de la Boucle.";;;Religion/Histoire locale;;;;;
Chemin de la Demi-Lune;Demi-Lune (chemin de la);CHEMIN;5e / 9e;;Historique;Dénommé en 1868 et renommé en 1927.;"Chemin vicinal ordinaire n° 5.
A été dénommé chemin de Saint-Bel-et-de-Tassin-à-la-Porte-de-Trion en 1734.
A été également appelé chemin de Grange-Blanche.
Fragment du chemin de la Quarantaine-à-la-Demi-Lune jusqu'en 1868.
A changé de dénomination en 1927 : est devenu l'avenue Barthélemy-Buyer.";Rues de Lyon à travers les siècles de Maurice Vanario (2002), 936W/8213 et 1S/124;En 1787, on achève les routes royales qui passent par Tassin pour aller à Paris et à Bordeaux. À l'endroit où elles se croisent est aménagée une place ronde dont, au début, seul le côté nord est garni de maisons. C'est peut-être l'origine du nom de ce nouveau quartier de Tassin : la Demi-Lune.;;;Histoire locale;;;;;
Chemin de la Duchère;Duchère (chemin de la);CHEMIN;9e;;Supprimée;Attesté en 1955.;;Rues de Lyon à travers les siècles de Maurice Vanario (2002);Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.;Chemin Saint-Simon;;Histoire locale/Moyen Âge;;;;;
Chemin de la Duchère;Duchère (chemin de la);CHEMIN;9e;;Historique;;"A changé de dénomination : est devenu la rue de la Duchère.
A changé de dénomination en 1970 : est devenu la rue Laure-Diébold.";Rues de Lyon à travers les siècles de Maurice Vanario (2002);Nom très ancien d'un domaine, qui remonte au moins au XIVe siècle.;;;Histoire locale/Moyen Âge;;;;;
Chemin de la Favorite;Favorite (chemin de la);CHEMIN;5e;;Historique;Attesté en 1853.;"Chemin vicinal ordinaire n° 13.
A changé de dénomination : est devenu la rue de la Favorite.";"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213
Indicateur de 1853.";Nom d'une maison de campagne.;;;Histoire locale;;;;;
Chemin de la Femme-Morte;Femme-Morte (chemin de la);CHEMIN;3e;;Supprimée;Attesté en 1868.;;"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1868.";Inconnue.;Chmenin du Moulin-à-Vent;Route d'Heyrieux;Femme;;;;;
Chemin de la Fontanière;Fontanière (chemin de la);CHEMIN;5e;;Supprimée;;;Rues de Lyon à travers les siècles de Maurice Vanario (2002);Inconnue.;Montée Saint-Laurent;;;;;;;
Chemin de la Fraternelle;Fraternelle (chemin de la);CHEMIN;7e;3e;Historique;Attesté en 1903 et renommé en 1928.;A changé de dénomination en 1928 : est devenu la rue Benoît-Bernard.;Rues de Lyon à travers les siècles de Maurice Vanario (2002);Inconnue.;;;;;;;;
Chemin de la Fusillade;Fusillade (chemin de la);CHEMIN;6e;La Guillotière;Supprimée;Attesté de 1839 à 1860.;;Rues de Lyon à travers les siècles de Maurice Vanario (2002);Nom donné en souvenir des massacres de la Terreur, en 1793 et 1794.;;Cours Lafayette;Révolution française;;;;;
Chemin de la Garde;Garde (chemin de la);CHEMIN;5e;;Historique;Attesté en 1868.;"Chemin vicinal ordinaire n° 32.
A été dénommé chemin de Tassin-au-Massu en 1734.
A changé de dénomination : est devenu la rue de la Garde.";Rues de Lyon à travers les siècles de Maurice Vanario (2002), 936W/8213 et 1S/124;Inconnue.;Rue des Aqueducs;Montée de Verdun;;;;;;
Chemin de la Garenne;Garenne (chemin de la);CHEMIN;5e;;Historique;Attesté en 1868.;"Chemin vicinal ordinaire n° 74.
A été dénommé chemin de Grézieu-la-Varenne-et-de-la-Combe-Paillard-en-Chandrette-à-la-Grange-Bruyères en 1734.
A changé de dénomination : est devenu la rue de la Garenne.";Rues de Lyon à travers les siècles de Maurice Vanario (2002), 936W/8213 et 1S/124;Nom d'un domaine.;;;Histoire locale/Urbanisme;;;;;
Chemin de la Garenne-à-l'Étang-et-à-la-Grange-Saint-Irénée;Garenne-à-l'Étang-et-à-la-Grange-Saint-Irénée (chemin de la);CHEMIN;5e;;Historique;Attesté en 1734.;"A changé de dénomination : est devenu le chemin de Tourvielle.
A changé de dénomination : est devenu la rue de Tourvielle.";1S/124;Voie qui reliait ces points.;;;Géographie;;;;;
Chemin de la Guillotière-à-Marennes;Guillotière-à-Marennes (chemin de la);CHEMIN;8e;3e;Historique;Attesté en 1823.;"Chemin vicinal d'intérêt commun n° 7.
A été également dénommé chemin de Vénissieux, chemin de Marennes et route de Vénissieux.
Un fragment a changé de dénomination en 1960 : est devenu l'avenue de Pressensé.
A changé de dénomination en 1968 : est devenu la rue Pierre-Delore.";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213;Voie qui reliait les deux points.;;;Géographie;;;;;
Chemin de la Guillotière-à-Saint-Priest;Guillotière-à-Saint-Priest (chemin de la);CHEMIN;8e;La Guillotière;Historique;Attesté en 1846 et renommé en 1965.;"Chemin vicinal ordinaire n° 49.
A changé de dénomination en 1965 : est devenu l'avenue Général-Frère.";Rues de Lyon à travers les siècles de Maurice Vanario (2002), 4S/333 et 936W/8213;Voie qui reliait les deux points.;;;Géographie;;;;;
Chemin de la Maladière;Maladière (chemin de la);CHEMIN;9e;Vaise;Historique;Attesté en 1842.;"Chemin vicinal ordinaire n° 23.
A changé de dénomination : est devenu la rue de la Maladière.
A changé de dénomination en 1912 : est devenu la rue Mouillard.";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213;Le nom rappelait l'ancienne maladière, ou léproserie, de Balmont.;;;Médecine/Santé;;;;;
Chemin de la Mandolière;Mandolière (Chemin de la);RUE;1er;;Supprimée;A été supprimé en 1620.;;Plan topographique en 1350 par B. Vermorel (1S/181);Inconnue.;;;;;;;;
Chemin de la Mignonne;Mignonne (chemin de la);CHEMIN;9e;Saint-Rambert-l'Île-Barbe;Historique;Attesté en 1920.;A changé de dénomination : est devenu la rue de la Mignonne.;Rues de Lyon à travers les siècles de Maurice Vanario (2002);Nom d'une élégante maison de campagne construite au XVIIIe siècle sur un ancien domaine.;Quai Paul-Sédaillan;Rue des Villas;Urbanisme/Histoire locale;;;;;
Chemin de la Motte;Motte (chemin de la);CHEMIN;7e / 8e;La Guillotière;Historique;Attesté de 1815 à 1912.;"Chemin vicinal ordinaire n° 142.
A changé de dénomination en 1912 : est devenu la rue de l'Épargne.";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213;"Aboutissait jadis au château de la Motte (les ""mottes"" étaient des élévations de terre, souvent artificielles, sur lesquelles, au Moyen-Âge, étaient construits des châteaux-forts).";;;Topographie;;;;;
Chemin de la Mouche;Mouche (chemin de la);CHEMIN;7e;La Guillotière;Historique;Attesté en 1823.;"Chemin vicinal ordinaire n° 55.
A changé dénomination : est devenu la rue de la Mouche.
A changé de dénomination : est devenu la rue Camille-Roy.";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213;Ce sont les bras fluviaux, autrefois appelés «mouches» qui ont donné leur surnom à ce quartier et par ricochet, aux embarcations sorties de ses chantiers navals en 1862.;;;Géographie/Cours d'eau;;;;;
Chemin de la Mouchonne;Mouchonne (chemin de la);CHEMIN;9e;Saint-Rambert-l'Île-Barbe;Historique;Attesté en 1871.;A changé de dénomination : est devenu l'impasse de la Mouchonne.;Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 4S/571;Inconnue.;Rue des Docteurs-Cordier;;;;;;;
Chemin de la Part-Dieu;Part-Dieu (chemin de la);CHEMIN;3e;La Guillotière;Historique;Attesté en 1845 et absorbé en 1855.;A été absorbé par la rue Moncey en 1855.;"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateur de Lyon de 1845.";"Domaine rural, sur le territoire de la Guillotière, dont le nom signifie ""propriété de Dieu"".";;;Histoire locale/Religion/Urbanisme;;;;;
Chemin de la Patavandière;Patavandière (chemin de la);CHEMIN;3e;;Historique;Attesté en 1885.;A changé de dénomination avant 1936 : est devenu l'impasse Claude-Rampon.;"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Liste des voies privées de 1885.";Inconnue.;;;;;;;;
Chemin de la Petite-Garenne;Petite-Garenne (chemin de la);CHEMIN;5e;;Historique;Attesté en 1868 et renommé en 1949;"Chemin vicinal ordinaire n° 75.
Fragment du chemin de l'Isle-Barbe-et-de-Tassin-à-Francheville-et-à-Sainte-Foy en 1734.
A changé de dénomination en 1948 : est devenu la rue de l'Abbé-Papon.";936W/8213;Nom d'un domaine.;;;Urbanisme/Histoire locale;;69385;28148;28255;6903855385E
Chemin de la Pie;Pie (chemin de la);CHEMIN;9e;Vaise;Historique;Attesté en 1842.;"A changé de dénomination en 1868 : est devenu le chemin de la Piémente.
A changé de dénomination : est devenu la rue de la Piémente.";"936W/8213 et 4S/18
Plan de Vaise de 1842.";Inconnue.;;;;;;;;
Chemin de la Piémente;Piémente (chemin de la);CHEMIN;9e;5e;Historique;Dénommé en 1868.;"Chemin vicinal ordinaire n° 78.
A été dénommé chemin de la Pie jusqu'en 1868.
A changé de dénomination : est devenu la rue de la Piémente.";936W/8213;Il y a eu un domaine de la Piemente dans le quartier, les Archives municipales de Lyon en conservent un plan entre 1479 et 1484.;Boulevard de Balmont;Rue des Contrebandiers;Urbanisme/Histoire locale;;;;;
Chemin de la Plaine;Plaine (chemin de la);CHEMIN;8e;3e;Historique;Attesté en 1868.;"Chemin vicinal ordinaire n° 152.
A changé de dénomination : est devenu la rue de la Plaine.
A changé de dénomination en 1964 : est devenu la rue Professeur-Joseph-Nicolas.";Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213;Inconnue.;;;;;;;;
Chemin de la Porte-de-Saint-Georges-à-Sainte-Foy;Porte-de-Saint-Georges-à-Sainte-Foy (chemin de la);CHEMIN;5e;;Historique;Attesté en 1734.;A changé de dénomination : est devenu la montée Saint-Laurent.;1S/124;Voie qui reliait les deux points.;;;Géographie;;;;;
Chemin de la Porte-de-Saint-Georges-aux-Balmes-du-Rhône-et-à-Oulins;Porte-de-Saint-Georges-aux-Balmes-du-Rhône-et-à-Oulins (chemin de la);CHEMIN;5e;;Historique;Attesté en 1734.;A été fragmenté : est devenu la rue de la Quarantaine, la rue des Étroits et le chemin des Étroits.;1S/124;Voie qui reliait ces points.;;;Géographie;;;;;
Chemin de la Porte-de-Saint-Irénée-à-Choulans;Porte-de-Saint-Irénée-à-Choulans (chemin de la);CHEMIN;5e;;Historique;Attesté en 1734.;A changé de dénomination : est devenu la montée des Génovefains.;1S/124;Voie qui reliait les deux points.;;;Géographie;;;;;
Chemin de la Porte-de-Saint-Irénée-à-Sainte-Foy;Porte-de-Saint-Irénée-à-Sainte-Foy (chemin de la);CHEMIN;5e;;Historique;Attesté en 1734.;"A changé de dénomination : est devenu le chemin de Saint-Irénée-à-Sainte-Foy.
A changé de dénomination en 1967 : est devenu la rue Sœur-Bouvier.";1S/124;Voie qui reliait les deux points.;;;Géographie;;;;;
Chemin de la Porte-de-Saint-Just-à-celle-de-Saint-Georges;Porte-de-Saint-Just-à-celle-de-Saint-Georges (chemin de la);CHEMIN;5e;;Historique;Attesté en 1734.;"A été absorbé par le chemin de la Quarantaine-à-la-Demi-Lune.
A changé de dénomination en 1868 : est devenu le chemin de Choulans.";1S/124;Voie qui reliait les deux points.;;;Géographie;;;;;
